ticker,date,open,high,low,close,adj_close,volume,synthetic_warning,prediction_date_marker
SPY,2025-03-07,174.813834,175.513834,174.513834,175.013834,175.013834,2004300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-10,79.060870,79.760870,78.760870,79.260870,79.260870,1004400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-10,174.930435,175.630435,174.630435,175.130435,175.130435,2004400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-11,79.157708,79.857708,78.857708,79.357708,79.357708,1004500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-11,175.047036,175.747036,174.747036,175.247036,175.247036,2004500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-12,79.254545,79.954545,78.954545,79.454545,79.454545,1004600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-12,175.163636,175.863636,174.863636,175.363636,175.363636,2004600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-13,79.351383,80.051383,79.051383,79.551383,79.551383,1004700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-13,175.280237,175.980237,174.980237,175.480237,175.480237,2004700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-14,79.448221,80.148221,79.148221,79.648221,79.648221,1004800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-14,175.396838,176.096838,175.096838,175.596838,175.596838,2004800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-17,79.545059,80.245059,79.245059,79.745059,79.745059,1004900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-17,175.513439,176.213439,175.213439,175.713439,175.713439,2004900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-18,79.641897,80.341897,79.341897,79.841897,79.841897,1005000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-18,175.630040,176.330040,175.330040,175.830040,175.830040,2005000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-19,79.738735,80.438735,79.438735,79.938735,79.938735,1005100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-19,175.746640,176.446640,175.446640,175.946640,175.946640,2005100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-20,79.835573,80.535573,79.535573,80.035573,80.035573,1005200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-20,175.863241,176.563241,175.563241,176.063241,176.063241,2005200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-21,79.932411,80.632411,79.632411,80.132411,80.132411,1005300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-21,175.979842,176.679842,175.679842,176.179842,176.179842,2005300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-24,80.029249,80.729249,79.729249,80.229249,80.229249,1005400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-24,176.096443,176.796443,175.796443,176.296443,176.296443,2005400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-25,80.126087,80.826087,79.826087,80.326087,80.326087,1005500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-25,176.213043,176.913043,175.913043,176.413043,176.413043,2005500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-26,80.222925,80.922925,79.922925,80.422925,80.422925,1005600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-26,176.329644,177.029644,176.029644,176.529644,176.529644,2005600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-27,80.319763,81.019763,80.019763,80.519763,80.519763,1005700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-27,176.446245,177.146245,176.146245,176.646245,176.646245,2005700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-28,80.416601,81.116601,80.116601,80.616601,80.616601,1005800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-28,176.562846,177.262846,176.262846,176.762846,176.762846,2005800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-03-31,80.513439,81.213439,80.213439,80.713439,80.713439,1005900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-03-31,176.679447,177.379447,176.379447,176.879447,176.879447,2005900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-01,80.610277,81.310277,80.310277,80.810277,80.810277,1006000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-01,176.796047,177.496047,176.496047,176.996047,176.996047,2006000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-02,80.707115,81.407115,80.407115,80.907115,80.907115,1006100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-02,176.912648,177.612648,176.612648,177.112648,177.112648,2006100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-03,80.803953,81.503953,80.503953,81.003953,81.003953,1006200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-03,177.029249,177.729249,176.729249,177.229249,177.229249,2006200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-04,80.900791,81.600791,80.600791,81.100791,81.100791,1006300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-04,177.145850,177.845850,176.845850,177.345850,177.345850,2006300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-07,80.997628,81.697628,80.697628,81.197628,81.197628,1006400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-07,177.262451,177.962451,176.962451,177.462451,177.462451,2006400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-08,81.094466,81.794466,80.794466,81.294466,81.294466,1006500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-08,177.379051,178.079051,177.079051,177.579051,177.579051,2006500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-09,81.191304,81.891304,80.891304,81.391304,81.391304,1006600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-09,177.495652,178.195652,177.195652,177.695652,177.695652,2006600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-10,81.288142,81.988142,80.988142,81.488142,81.488142,1006700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-10,177.612253,178.312253,177.312253,177.812253,177.812253,2006700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-11,81.384980,82.084980,81.084980,81.584980,81.584980,1006800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-11,177.728854,178.428854,177.428854,177.928854,177.928854,2006800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-14,81.481818,82.181818,81.181818,81.681818,81.681818,1006900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-14,177.845455,178.545455,177.545455,178.045455,178.045455,2006900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-15,81.578656,82.278656,81.278656,81.778656,81.778656,1007000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-15,177.962055,178.662055,177.662055,178.162055,178.162055,2007000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-16,81.675494,82.375494,81.375494,81.875494,81.875494,1007100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-16,178.078656,178.778656,177.778656,178.278656,178.278656,2007100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-17,81.772332,82.472332,81.472332,81.972332,81.972332,1007200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-17,178.195257,178.895257,177.895257,178.395257,178.395257,2007200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-18,81.869170,82.569170,81.569170,82.069170,82.069170,1007300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-18,178.311858,179.011858,178.011858,178.511858,178.511858,2007300,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-21,81.966008,82.666008,81.666008,82.166008,82.166008,1007400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-21,178.428458,179.128458,178.128458,178.628458,178.628458,2007400,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-22,82.062846,82.762846,81.762846,82.262846,82.262846,1007500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-22,178.545059,179.245059,178.245059,178.745059,178.745059,2007500,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-23,82.159684,82.859684,81.859684,82.359684,82.359684,1007600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-23,178.661660,179.361660,178.361660,178.861660,178.861660,2007600,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-24,82.256522,82.956522,81.956522,82.456522,82.456522,1007700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-24,178.778261,179.478261,178.478261,178.978261,178.978261,2007700,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-25,82.353360,83.053360,82.053360,82.553360,82.553360,1007800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-25,178.894862,179.594862,178.594862,179.094862,179.094862,2007800,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-28,82.450198,83.150198,82.150198,82.650198,82.650198,1007900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-28,179.011462,179.711462,178.711462,179.211462,179.211462,2007900,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-29,82.547036,83.247036,82.247036,82.747036,82.747036,1008000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-29,179.128063,179.828063,178.828063,179.328063,179.328063,2008000,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-04-30,82.643874,83.343874,82.343874,82.843874,82.843874,1008100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-04-30,179.244664,179.944664,178.944664,179.444664,179.444664,2008100,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
MSFT,2025-05-01,82.740711,83.440711,82.440711,82.940711,82.940711,1008200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
SPY,2025-05-01,179.361265,180.061265,179.061265,179.561265,179.561265,2008200,SYNTHETIC DATA ONLY - ALL PRICES AND VOLUMES ARE FICTIONAL,
